Translated_Tweet,Suicide
 ذاهب إلى سخيف قتل نفسي لأن ليس لدي أي غرض على هذه الأرض لأن كل ما أريد أن أفعله في هذه الحياة لديه ,Potential Suicide post 
                ,Potential Suicide post 
لم يكن متعبًا,Not Suicide post
مشاهدة عرض إلين,Not Suicide post
عبد التعب الآن,Not Suicide post
      ,Not Suicide post
  ,Not Suicide post
أنا أقترب ولست متأكدًا مما يجب فعله بعد الآن ، لقد كنت أعاني حقًا من الشهر تقريبًا ، لقد انفصلت عن شخص أحببته كثيرًا إلى الشرب والمخدرات لتخفيف الألم ، لكنني حصلت على انتحار للغايةسيء للغاية ، كان عليّ أن أجري بعض التغييرات الرئيسية في حياتي أو لم أكن أعتقد أنني سأجعل الأمر قد فعلت كل ما بوسعي على الإطلاق لالتقاط نفسي لعلاج الطبيب النفسي ليكابرو إنه يتوقفالعمل وحتى بدأ الهوايات على الرغم من كل هذا في وقت ما يبدو أنه لا يوجد شيء يساعدني بالكاد أتمكن من الخروج من السرير معظم الأيام ، وهي حافة الدموع كل يوم ، من الصعب القيام بكل شيء من الصعب كتابة هذا المنشور ، ولا أعرف ماذا أفعلبعد الآن أستيقظ كل يوم أشعر أنني يتعرضون للتعذيب ، لقد كانت شهورًا ، وهو يدفعني إلى الشعور بأنني غير قادر على الهروب ، يمكنني حقًا استخدام بعض كلمات الحكمة الآن,Potential Suicide post 
                        ,Not Suicide post
 ,Not Suicide post
                       ,Potential Suicide post 
لقد سئمت منك ,Potential Suicide post 
لدي جوقة اليوم تجعلني سعيدًا,Not Suicide post
    ,Not Suicide post
قال    اقتباس يتحدث خارج الجانب الأيمن من فمك ، ولم يكن  عشوائيًا ، أعتقد أن لديك  الحلو,Not Suicide post
 كنت متأكدًا تمامًا من أنك كنت تقوم بفحص تغريدات جديدة على جهاز  الخاص بك أثناء الاجتماع,Not Suicide post
أنا سخيف أفتقدك لكنك ربما تكون أفضل حالًا بدوني,Potential Suicide post 
  ,Not Suicide post
    ,Not Suicide post
 الأب الذي ارتكبت ابنته انتحار قائلاً إن الحشيش أمر خطير للغاية هو  ,Potential Suicide post 
   مرحبًا ، أعلم أنك تتدافع للهروب بدون وقت لإنقاذ حيواناتك الأليفة أو الإرث العائلية خشية أن تحترق على قيد الحياة وأنا أعلم أن المدن بأكملها قد أحرقت على الأرض ومئات الآلاف من الأشخاص الذين تم إجلاؤهم ولكن يرجى أخذ بعض الوقت للسماح لي بالسماح ليتعرف على كيفية المساعدة,Potential Suicide post 
   بحزن حول الأشخاص المتحولين جنسياً الذين تعرضوا للتخويف في المدرسة قد فكروا في أو حاولوا الانتحار,Potential Suicide post 
                   ,Not Suicide post
التنفس    الاستمتاع باليوم والحفلة نهب,Not Suicide post
شكرا على الصورة ,Not Suicide post
    صعبة لم أفكر أبدًا في أنني آتي إلى وسائل التواصل الاجتماعي للتنفس حول مشاعري ولكن الرجل تمتص حياتي لا أريد ,Potential Suicide post 
فقط كسر في إنجازات ,Not Suicide post
    أنا ألعب الهوكي لقد حصلت على عقوبات مثل تلك المسرحية الميتة أو لا يمكنك الذهاب إلى ,Potential Suicide post 
                    ,Potential Suicide post 
 بالتأكيد ولكن هل سأكون متمردًا لعدم انتظار اتباع الجمعة هاها,Not Suicide post
سمع يوم يبحث في أسعار بوفيه السيدة  يوم الجمعة أمس أن الصفقة لمتجرنا الجديد تتقدم أخيرًا,Not Suicide post
 اعتقدت أنه قال  للحصول على  لثانية ايم مهتم بكل من الشبكة,Not Suicide post
  التي تقوم بجولة في المملكة المتحدة وتظهر لك كل الأشخاص الذين تحتاجهم,Not Suicide post
تعمل على قائمتها ,Not Suicide post
 هل يجب علي أن ,Not Suicide post
كومة قصيرة على المنزل وبعيد,Not Suicide post
أنا ذاهب لشراء تذكرة   الخاصة بي اليوم,Not Suicide post
أحتاج إلى إرشادات معلم الأب ، ملاك الجارديان أو أي شيء يمكن أن يخبرني بما يجب القيام به,Potential Suicide post 
 أتعلم كيف أحب نفسي ولا أريد أن أكون هنا بعد الآن,Potential Suicide post 
يبدو أنه بدلاً من أن أعيش في الماضي ، أنا أصلي ، فأنا أعيش في الماضي ، لقد استسلمت الآن كل يوم ، كل يوم أفكر في الاختفاء من العالم أكثر وأكثر كما لو كان خيارًا فعليًا,Potential Suicide post 
 أحبك ,Not Suicide post
              ,Not Suicide post
     اتبعني هتافات ,Not Suicide post
  ما هو البرنامج على الشاشة الوسطى التي استخدمتها   و   لصنع الفيديو الهواة,Not Suicide post
وداعًا للجميع أيها أبي من البلطجة كونها غلبة لأنني لم أحصل على شخصية أب في طفولتي لم يسبق لي أن أمارس الجنس مع الفتيات اللواتي أردت أن أمارس الجنس مع عدم وجود رأي في أي شيء لأنني أضعف من تصعيد ثلاث جولات في العراق قتلوا أشخاصًا حاولوا قتلهملقد رأيت هؤلاء الأشخاص يقتلون أصدقائي فقدوا ساقي على جانب الطريق الذين أردت أن أصبح طبيبًا ، لكن الأحلام هي بالضبط هذا الخيال وليس شيئًا يمكن تحقيقه في السجن بعد أن قام رجال الشرطة بنهب منزلي ووجدت غرامات من الأعشاب الضارة التي تعبت من الخوضمن خلال هذا الجحيم كل يوم كنت أنتظر هذه اللحظة لفترة طويلة ولدي  جاهز لإنجاز المهمة بسرعة ونظيفة هذا المكان,Potential Suicide post 
 حصلت على   والآن و   وكذلك ياي,Not Suicide post
             ,Not Suicide post
عروس بولكادوت تضرر قليلاً لتبدأ به ، لا شيء للإبلاغ هناك,Not Suicide post
  أنت,Not Suicide post
أنا معجب بابار جزئيًا لأن  عبارة عن خليط رائع ، لكن لأن  مجرد عرضة للضوضاء الخارجية ، فإنه من الضغوط غير الواقعية المثيرة للإعجاب على فريق كتفيه يائسًا من كل لاعب كرة قدم اعتاد على كل شيء مكدس ضده ، لكنه يجد طريقة للبقاء هادئًا والقيام بهوظيفة,Not Suicide post
أريد أن أموت شخص ما من فضلك قتلي ولكن تمتص كل الدهون مني أولاً,Potential Suicide post 
  أفضل ستان لي حجاب على الإطلاق,Not Suicide post
   ,Not Suicide post
  أذهب على  لمشاهدة   بكل إخلاص مع العلم أنني سأصبح حزينًا قبل الميلاد لا أستطيع الزواج منه أو سكوتي أو ,Potential Suicide post 
  أنا لا أريد أن أقتل نفسي فقط أريد أن أكون قادرًا على السماح للآخرين بالقلق مني ، أشعر أنني لا أتخيل أبداً الخيار الأفضل ، أشعر باستمرار أنني أتخذ خيارات خاطئة وأنا فقط أعانيأنا فقط لا أريد أن أكون هنا بعد الآن,Potential Suicide post 
كانت النشرات الإخبارية من المأدبة تقريبًا مراحل التحرير النهائية,Not Suicide post
              ,Not Suicide post
بروس لابروسي لول أفكر في الانتقال إلى برلين,Not Suicide post
                         ,Potential Suicide post 
أنت تعرف ما أكره البقاء في الفصل أثناء فترات الراحة وسماع المراهقين الهرمونيين  محادثات شخص ما يقتلني من فضلك,Potential Suicide post 
الكثير من التغريدات الخاصة بي تدور حول فقدان أمبير بائسة ، لكن ليس كل ما يتصدعه كل ما في الأمر,Potential Suicide post 
  أنا سخيف أفتقدك ولكن من الأفضل أن تكون أفضل حالًا بدوني,Potential Suicide post 
   حاول أن تصف كيف تبدو  في الحياة الحقيقية,Potential Suicide post 
